News ID,Quote,Source Name,Source ID,Target ID,Target Name,Ann1,Ann2,Ann3,Ann4,Agreement,
iol-6aa483b3273ee82d61f97a7dcb9760ed,"In the circumstances the DA requests you not to make any decision to discontinue Mr Zuma's prosecution until such time as it has made its representations,",Zille,27233,240,Jacob Zuma,,,,,TRUE,
iol-a086249122f7fdb54519ccd5079917de,"If this is indeed the basis of Zuma's representations, this actually aggravates the case against him,",Zille,27233,240,Jacob Zuma,NEG,,,NEG,TRUE,
guardian-531c3aef0fde72f3917a9dc18777503f,"This hit on tax receipts is a real blow to Alastair Darling's budget hopes,",Douglas McWilliams,41908,249,Alistair Darling,NEG,,,NEG,TRUE,
telegraph-cafc65fec78929865abc1f6d76e307d3,It is far from clear that the 45p tax rate will produce much revenue. It seemed like a politically-motivated tax rise when Alistair Darling announced it and it is disappointing to hear a Conservative willing to talk of tax rises when Britain's economy is already dangerously over-burdened with a complex and heavy burden of Labour taxation.,Montgomerie,2718,249,Alistair Darling,NEG,,,NEG,TRUE,
news-yahoo-5c845d39c9cbf1355319e5d4e2c47cca,"The decision was dictated by the Libyan guide (Gaddafi),",Ahmed Abdallah,59536,262,Muammar Gaddafi,,,,,TRUE,
belfasttoday-bddef7b7481dd43914e9fd2c77f40804,"If the Americans can apply pressure to guarantee compensation for victims, why is our own Government selling short victims from all corners of the United Kingdom who suffered at the hands of the terrorists Gaddafi bank-rolled, armed and trained?",Nigel Dodds,6356,262,Muammar Gaddafi,NEG,,,NEG,TRUE,
AfghanistanSun-f1224e9ab02fc52b524505388d45be83,"Just because someone is shooting at the Americans does not mean they are an irreconcilable supporter of Mullah Omar and (Osama) bin Laden,",Pike,46785,264,Mullah Omar,,,,NEG,FALSE,
apakistannews-1b5a5d36334f50bcb5cd3a936a46c16f,"He (Mullah Omar) must come up and speak for peace, accept the Afghanistan Constitution, denounce violence, and admit that he's not enemies with the rest of the world - that he wants to co-exist with the rest of the world,",Karzai,49,264,Mullah Omar,,,,NEG,FALSE,
setimes-18e6d379fa57bdcac700017bb5614203,"I am ready to welcome Tadic as president of Serbia if he agrees to come to the institutions of the Republic of Kosovo,",Thaci,72140,268,Boris Tadic,NEG,,,NEG,TRUE,
mediafax-a29826f2bb3c1a783158275142a6979c,"I've never wanted to upset my friend Boris Tadic, but I wish he leaves the stadium upset and myself in high spirits,",Basescu,88110,268,Boris Tadic,NEG,,,NEG,TRUE,
manilatimes-127a46534322739f1ef82c818a875223,"The President asked the Malaysian leader for his help for the resumption of the peace talks because Mrs. Arroyo wants the talks to start [again]. She also asked for Malaysia's support to make a step so that the two panels could meet,",Gonzales,5491,290,Gloria Macapagal Arroyo,,,,NEG,FALSE,
yehey-b17a892fb2e4191d1968142533358eb8,"The President asked the Malaysian leader for his help for the resumption of the peace talks because Mrs. Arroyo wants the talks to start [again]. She also asked for Malaysia's support to make a step so that the two panels could meet,",Gonzales,5491,290,Gloria Macapagal Arroyo,,,,NEG,FALSE,
manilatimes-87ba662d90382cf0274a0ff6716599de,"Mrs. Arroyo got personal with Cory,",Binay,80935,290,Gloria Macapagal Arroyo,NEG,,,NEG,TRUE,
dailymail-ef230b6fa2c055f5b7ccdbd3279e979e,I am sad but not at all surprised. Mr Adams must be quite clear and unequivocal in his condemnation of these murders if he is to retain any credibility.,Patrick Mercer,14656,297,Gerry Adams,NEG,,,NEG,TRUE,
dailymail-09d28e514e466ac91805ae9eb070d2c0,I am sad but not at all surprised. Mr Adams must be quite clear and unequivocal in his condemnation of these murders if he is to retain any credibility.,Patrick Mercer,14656,297,Gerry Adams,NEG,,,NEG,TRUE,
ppe-de-40460b81cb0877e38b63fe53d04fbb40,"&gt;European Parliament's Constitutional Affairs Committee has adopted by a large majority Jean-Luc Dehaene's Report analysing the impact of the Lisbon Treaty on the power equilibrium within the European Union. J ean-Luc Dehaene MEP emphasises that the Lisbon Treaty will lead to important shifts in the competences of the various European institutions. In the future, the European Parliament and the Council of the European Union will be on the same footing as regards budgetary powers and legislative work, with c",Jean-Luc Dehaene,303,303,Jean-Luc Dehaene,,,,,TRUE,
earthtimes-e00b2b2a9ddd1d2942386958311e8eff,"Ferrari was my university and Schumacher was my teacher,",Massa,6484,306,Michael Schumacher,POS,,,POS,TRUE,
dailyexpress-93d0a810f34c96349c86f234ad1240e5,Ms Jowell is separated from her husband. Ms Jowell's son is a professional golfer.,Tessa Jowell,308,308,Tessa Jowell,,,,NEG,FALSE,
earthtimes-dbac74e922ec645a63c086da3679a064,"My main reason for this is that I cannot be part of a list of laureates that includes Simon Peres. He is the man who was behind all the Israeli atomic policy,",Vanunu,3210,310,Shimon Peres,NEG,,,NEG,TRUE,
haaretz-aea1f9263568f1e949396f10db13674c,"Peres established the reactor in Dimona and developed Israel's nuclear weapons program... In the same way as Pakistan's [nuclear scientist] Dr. Khan, Peres was the man behind the proliferation of nuclear weapons in South Africa and other states. He was also behind the nuclear test in South America in 1978.",Vanunu,3210,310,Shimon Peres,NEG,,,NEG,TRUE,
irishtimes-a0e586d10bfda5792e4d9feb2837ce76,"I want to join with Peter. We need to pledge our support to Hugh Orde, to the police services North and South, in their work of combating the activities of these groups.",McGuinness,2366,314,Hugh Orde,POS,,,POS,TRUE,
dailymail-608c2a7208af60cc9ddb2a4fdfd91c09,We will leave no stone unturned in making sure that he [Northern Ireland Chief Constable Sir Hugh Orde] has available to him all the arrangements necessary to enhance security there.,David Cameron,19266,314,Hugh Orde,POS,,,POS,TRUE,
guardian-f5115d9643ef0eba59e714665f70756a,"Even a few years ago, it would have been unthinkable that [Martin McGuinness], with all his history, would stand alongside [Peter Robinson] and the chief constable [Sir Hugh Orde] and say that we would not tolerate this criminality, while still retaining his republican ectives. That gives us encouragement, or should, in the current circumstances.",Hain,159,314,Hugh Orde,,,,,TRUE,
sundaytimes-520e5c7178efff16669bfafc32a0a9ab,Mervyn King [the Bank Governor] is obviously annoyed that Peter Mandelson is dragging the Bank of England into the argument he's having with Alistair Darling.,Ken Clarke,14847,316,Mervyn Allister King,,,,,TRUE,
xinhuanet_en-b19b1340e6d5b26e1394723efc74c117,"If we don't reach an agreement with Mehmet Ali Talat, who is considered to be a progressive person, I don't know if we will ever reach an agreement,",Christofias,1566,317,Mehmet Ali Talat,,,,,TRUE,
peopledaily-51a84441d10f729c9fd41085a62dd1cc,"If we don't reach an agreement with Mehmet Ali Talat, who is considered to be a progressive person, I don't know if we will ever reach an agreement,",Christofias,1566,317,Mehmet Ali Talat,,,,,TRUE,
independent-d25f91a63ac8c7bfe7111812a983f5aa,"He [Ferguson] has a very good organisation, he thinks one or two steps ahead, about what will happen next year or the year after,",Hiddink,12532,324,Alex Ferguson,POS,,,POS,TRUE,
apakistannews-7c3b6de6ac6356faf1b8de402a2b2627,"he said. Both parties have maintained that they will not field candidates on strongholds. While the SP won't field candidates in Rae Bareli and Amethi, the Congress will not contest in Mainpuri and Kannauj, the strongholds of Mulayam and son Akhilesh Yadav. SP has also expressed a desire to meet Congress President Sonia Gandhi once again. Meanwhile, Congress general secretary Digvijay Singh told mediapersons in Lucknow that in case the two parties failed to reach an alliance his party was ready to contest",Singh,15650,337,Sonia Gandhi,,,,,TRUE,
indiantelevision-0b04fcefd780deef9035e42b11891bde,"Our survey told us that the people of this country want a strong leader and a decisive government. When it came to NDA, people named three prime ministerial candidates - Sonia Gandhi, Rahul Gandhi and Manmohan Singh - whereas in case of NDA, people were very clear about Advani as the right prime ministerial candidate. So it gave a clear picture that people want a leader who not only is capable of handling his or her party affairs but is also the decision maker. We, thus, decided to come out with the theme,",Singh,149,337,Sonia Gandhi,,,,,TRUE,
indiatimes-488abbbfe2fecd32b73f57ae48aa8a6b,"For them (Third Front) being secular and communal is like changing clothes. A secular government without Sonia Gandhi is next to impossible. And this should not be considered as a sycophancy, it is a harsh fact in the country's politics,",Singh,15650,337,Sonia Gandhi,POS,,,POS,TRUE,
indiatimes-9dac399e99b7a7b651dc6d2613d724b8,"I am ready for the talks (on seat-sharing) if Congress wants. Sonia Gandhi should take a decision in the interest of her party,",Yadav,9147,337,Sonia Gandhi,,,,,TRUE,
HindustanTimes-aa70adef5cff2cfd5a72221857db6c45,he did not believe a dignified lady like Gandhi could have any role in the matter,Singh,15650,337,Sonia Gandhi,POS,,,POS,TRUE,
abn-ed0dd954db274ec527ec084cf8571b99,"The decision to purchase Cargill continues. We have received on behalf of its representatives the desire of collaborating no matter the decision of the Government and we will come to an agreement so as to continue with the compulsory purchase process announced by the President of the Republic, Hugo Chavez,",Jaua,220476,340,Hugo Chavez,,,,,TRUE,
ChinaPost-99b0ba23e6933828056f6dadc822a29f,"I think this a reaction to what happened in the elections last year. Even though Chavez's party did well, it lost the big states,",Michael Shifter,33787,340,Hugo Chavez,,,,,TRUE,
ananova-cca168591e92549d24b6b77b22d6d5bc,Michael Jackson phoned her over the weekend but couldn't get through. He wanted to pop in and see her but instead sent her his love and said he was thinking about her.,Max Clifford,1903,341,Michael Jackson,,,,,TRUE,
dailyexpress-bb3adffbd065c9445a439a499aeac967,Eventually he settled on the summer and agreed to work around any shows already booked. Michael Jackson might be the biggest pop star in the world - and these shows are the hottest ticket in town - but not even he can override pre-existing contracts.,Jackson,341,341,Michael Jackson,,,,,TRUE,
icWales-8dcaee6ee571bbea27cc18a1378d0f02,Can you believe I got a message from Michael Jackson?,Goody,248841,341,Michael Jackson,,,,,TRUE,
iwpr-0ce137c6d5116bc5f530232f5e29f320,not convinced that the additional evidence provided by Radovan Karadzic [was] sufficient to undermine the extensive evidence supporting the trial chamber's findings,Pocar,20037,372,Radovan Karadzic,,,,,TRUE,
iwpr-c6e398d3ff1cbdc4febbec4d9c2c5329,not convinced that the additional evidence provided by Radovan Karadzic [was] sufficient to undermine the extensive evidence supporting the trial chamber's findings,Pocar,20037,372,Radovan Karadzic,,,,,TRUE,
xinhuanet_en-173b9bf90d68f3755b372c3d7751eb52,"The talks with Clinton would tackle the program of the Israeli government,",Erekat,162,381,Hillary Rodham Clinton,,,,,TRUE,
peopledaily-366146335d40dedb80e305acdb53e8f1,"The talks with Clinton would tackle the program of the Israeli government,",Erekat,162,381,Hillary Rodham Clinton,,,,,TRUE,
haaretz-ad61b1e99e92c8a0929edb9beb9ca746,"I think that Hillary Clinton, when she comes today, will find Benjamin Netanyahu prepared to continue to hold negotiations, not only on economic projects but also political negotiations, a political process,",Shalom,176,381,Hillary Rodham Clinton,,,,,TRUE,
ipsnews-f2fd333b0f54e9bbfdb51f5ce56a08e1,"Secretary Clinton's remarks point to a diplomatic strategy that has worked well for the Chinese government - segregating human rights issues into a dead-end ?dialogue of the deaf,'",Sophie Richardson,439318,381,Hillary Rodham Clinton,NEG,,,NEG,TRUE,
irishtimes-bfbe9904ebccef12637e5d36c024ae67,"That is the proposition of the United States Secretary of State, Hillary Clinton,",Robinson,1850,381,Hillary Rodham Clinton,,,,,TRUE,
msnbc-871875dac467d8a87216d4af7c8e2a28,"presents a critical assessment of Sen. Clinton's political background, character, and fitness for office does not convert the movie ... into an appeal to vote against Sen. Clinton,",Theodore Olson,75213,381,Hillary Rodham Clinton,,,,,TRUE,
expatica-b3d45a7617423b085dad045bac4b764f,"Mrs Clinton's response was very positive,",Miguel Angel Moratinos,131,381,Hillary Rodham Clinton,,,,,TRUE,
irishecho-10bea7d912433acc89db2e5557a3f423,"And some of those who played a central role in our peace process are with us today, including your secretary of state, Hillary Clinton, and, of course, our dear friend, Senator George Mitchell,",Cowen,140,381,Hillary Rodham Clinton,POS,,,POS,TRUE,
washtimes-b804f038dc71f13edbcfc14ea1836a51,"Mr. Le Pen's negationist remarks, reiterated once again in the European Parliament, disqualify him from chairing the inaugural session of our institution for even a second when it opens at the beginning of the next legislative term,",Joseph Daul,138292,404,Jean-Marie Le Pen,NEG,,,NEG,TRUE,
b92net_en-9ea77cd07b074f4fe2bd0ac216e7159c,"There is no reason to treat Le Pen differently from others, even if we hate his politics.",Graham Watson,604,404,Jean-Marie Le Pen,,,,,TRUE,
irish-independent-2a0335c533977a484e5ecf32bf2c565e,"Mr Le Pen's negationist remarks, reiterated once again in the European Parliament, disqualify him from chairing the inaugural session of our institution,",Joseph Daul,138292,404,Jean-Marie Le Pen,,,,,TRUE,
time-35e696c074e68ff412f6814d9d69cc0a,"Mr Le Pen's negationist remarks, reiterated once again in the European Parliament, disqualify him from chairing the inaugural session of our institution for even a second,",Joseph Daul,138292,404,Jean-Marie Le Pen,,,,,TRUE,
alertnet-2b7535646c174ea58161a2f6e827204b,"Every day we receive various information about Ratko Mladic and once we gather enough information we will arrest him,",Tadic,268,416,Ratko Mladic,,,,,TRUE,
nineoclock-177cd0308a3c19ec4a0f780497a654fe,"I've had a substantial discussion with Sergey Lavrov, we ran an ective evaluation of our bilateral ties and agreed on the measures that need to be taken to move on to a new stage in our relationship,",Diaconescu,58774,429,Sergei Lavrov,,,,,TRUE,
reuters-5b460f431d786ea6c94766c51730106f,"Vice President Biden told President (Fernandez) to transmit the message that President Obama is ready to talk about all issues at the Summit of the Americas, without exception,",Taiana,171321,441,Joseph Biden,,,,,TRUE,
javno-en-0c7680665be8c88184a349421ca75e5d,"Vice President Biden told President (Fernandez) to transmit the message that President Obama is ready to talk about all issues at the Summit of the Americas, without exception,",Taiana,171321,441,Joseph Biden,,,,,TRUE,
